-0.349430,0.779540
-7.391869,7.647803
-5.720059,11.066731
-7.334775,10.241304
-6.261628,7.444206
-6.594787,6.043811
-7.692044,12.222410
-11.951193,8.036464
-7.945288,9.598523
-10.304824,3.896084
-15.630719,5.126948
-10.630991,5.077185
-10.992481,12.513179
-26.730609,15.238940
-17.232286,9.542021
-0.209178,0.410216
-6.249549,13.237933
-5.770710,5.450517
-14.109211,4.948365
-9.610228,9.886086
-7.367954,7.268265
-5.385813,9.468827
-7.262750,4.904631
-16.061469,7.217867
-10.046807,9.344557
-14.503278,7.550227
-18.619948,3.988140
-12.387129,10.421092
-10.842877,13.782547
-16.902433,8.453645
-0.656145,0.279769
-12.343628,10.670999
-5.486103,7.317635
-10.967365,8.810692
-10.728213,17.097218
-9.134142,10.968813
-5.648602,13.595116
-9.229698,9.904664
-11.183076,6.449741
-15.060879,5.102154
-7.565390,6.501639
-12.556599,7.683996
-10.540008,20.888447
-10.748183,8.917165
-7.591396,6.862601
-0.214654,0.424203
-7.475961,6.997954
-7.839888,14.571113
-7.045423,7.584713
-6.338824,15.834269
-6.206157,10.093608
-19.102885,8.865086
-7.790962,17.998283
-15.341241,5.300166
-13.922151,11.946771
-5.850256,6.803987
-11.546709,8.972797
-6.715203,8.665882
-9.636875,19.333062
-8.150854,8.566599
-0.219807,0.522050
-15.115692,9.032065
-4.716434,8.385269
-4.803474,8.847054
-9.133275,9.537048
-5.762035,6.573884
-11.402120,6.651569
-6.272807,8.831463
-7.086478,8.243630
-4.419356,5.811388
-6.689262,6.227815
-7.196250,13.887441
-9.783270,6.624512
-12.267686,14.472295
-8.713166,14.784105
-1.061255,0.729889
-11.039919,6.339816
-4.262837,10.682982
-16.752350,7.618052
-17.025955,11.726437
-8.938087,9.416250
-5.575459,8.001532
-6.776179,20.905992
-6.650392,12.429443
-16.925274,8.704009
-2.591455,7.736986
-3.408728,9.754259
-22.015724,7.701971
-22.931588,6.991371
-8.862614,8.283272
-0.717406,0.437077
-9.076580,7.894691
-4.657854,9.825091
-9.629543,16.006217
-12.094677,4.864820
-12.697218,6.213096
-12.855540,17.397096
-13.789269,6.202797
-12.861860,9.507254
-6.530582,12.887509
-8.331147,4.307518
-6.878644,8.696729
-9.304619,4.516930
-8.933371,8.989719
-15.458865,7.976769
-0.305682,0.460246
-11.886356,7.643016
-10.593577,13.275846
-7.904710,4.827441
-8.622789,16.823297
-13.306576,8.371773
-8.391220,8.130831
-10.020858,15.638893
-7.283038,8.491699
-5.740097,11.174834
-7.069383,4.504208
-7.622815,15.591017
-5.426963,8.790688
-9.205806,9.156922
-7.448712,7.008559
-0.459464,0.717140
-7.969885,6.210991
-4.598669,4.850459
-15.701583,7.461409
-8.532162,10.905165
-8.666905,10.965809
-8.251124,6.016038
-6.110294,8.158311
-8.162932,18.524841
-6.911150,9.185415
-4.584287,8.110531
-8.761967,9.984010
-18.324543,9.349446
-6.694319,7.860725
-6.900748,10.351635
-0.398025,0.964731
-8.835944,8.922742
-7.393643,8.530482
-18.968913,7.901095
-9.053092,8.897762
-12.192141,13.255554
-7.325263,11.480448
-9.374621,5.746850
-12.017224,6.721554
-7.481299,7.765586
-14.875284,11.146125
-5.329927,9.623565
-3.401528,11.980163
-8.653045,5.153114
-13.488399,5.023575
